Date,Open,High,Low,Close,Adj Close,Volume
2022-01-05,60223.14844,60223.14844,60223.14844,60223.14844,60223.14844,0
2022-01-06,59601.84375,59601.84375,59601.84375,59601.84375,59601.84375,0
2022-01-07,59744.64844,59744.64844,59744.64844,59744.64844,59744.64844,0
2022-01-10,60395.62891,60395.62891,60395.62891,60395.62891,60395.62891,0
2022-01-11,60616.89063,60616.89063,60616.89063,60616.89063,60616.89063,0
2022-01-12,61150.03516,61150.03516,61150.03516,61150.03516,61150.03516,0
2022-01-13,61235.29688,61235.29688,61235.29688,61235.29688,61235.29688,0
2022-01-14,61223.03125,61223.03125,61223.03125,61223.03125,61223.03125,0
2022-01-17,null,null,null,null,null,null
2022-01-18,60754.85547,60754.85547,60754.85547,60754.85547,60754.85547,0
2022-01-19,60098.81641,60098.81641,60098.81641,60098.81641,60098.81641,0
2022-01-20,59464.62109,59464.62109,59464.62109,59464.62109,59464.62109,0
2022-01-21,59037.18359,59037.18359,59037.18359,59037.18359,59037.18359,0
2022-01-24,57491.51563,57491.51563,57491.51563,57491.51563,57491.51563,0
2022-01-25,57858.15234,57858.15234,57858.15234,57858.15234,57858.15234,0
2022-01-27,57276.94141,57276.94141,57276.94141,57276.94141,57276.94141,0
2022-01-28,57200.23047,57200.23047,57200.23047,57200.23047,57200.23047,0
2022-01-31,58014.16797,58014.16797,58014.16797,58014.16797,58014.16797,0
2022-02-01,58862.57422,58862.57422,58862.57422,58862.57422,58862.57422,0
2022-02-02,59558.32422,59558.32422,59558.32422,59558.32422,59558.32422,0
2022-02-03,58788.02344,58788.02344,58788.02344,58788.02344,58788.02344,0
2022-02-04,58644.82031,58644.82031,58644.82031,58644.82031,58644.82031,0
2022-02-07,57621.19141,57621.19141,57621.19141,57621.19141,57621.19141,0
